,names,managers,addresses,types,urls,phones,被保険者数,登記注意事項,lat,lon
20441,有限会社珈路苑,-,足立区西新井栄町２丁目７番４号,-,-,-,,,35.7766,139.788031
20442,有限会社高和製作所,-,足立区谷中４丁目４番１４号,-,-,-,0,,35.782042,139.832019
20443,有限会社光和商事,-,足立区皿沼１丁目５番６号,-,-,-,,,35.793395,139.762847
20444,有限会社五柱社工芸,-,足立区栗原３丁目２番５号,-,-,-,,,35.780269,139.785368
20445,有限会社コクボクリエート,-,足立区大谷田２丁目２３番７号,-,-,-,1,,35.782465,139.845017
20446,有限会社小久保土木,-,足立区谷中５丁目４番７号,-,-,-,,,35.783196,139.834949
20447,有限会社小菅機械製作所,-,足立区足立２丁目５０番６号,-,-,-,0,,35.758779,139.81049
20448,有限会社コスモ製靴,-,足立区鹿浜４丁目１７番１１号,-,-,-,,,35.781259,139.758237
20449,有限会社コスモ商事,-,足立区入谷８丁目９番４号,小売,-,03-3899-1701,2,,35.805268,139.755999
20450,有限会社ゴトウ,-,足立区梅島２丁目５番２号,-,-,-,,,35.77665,139.800335
20452,有限会社後藤ダイカスト工業所,-,足立区小台２丁目９番３号,メーカー,-,03-3912-5311,2,,35.758417,139.759615
20454,有限会社壽三幸,-,足立区花畑４丁目３番１０号,-,-,-,,,35.803625,139.807797
20455,有限会社コニー,-,足立区谷中１丁目９番５号,-,-,-,,,35.77249,139.832129
20456,有限会社こば興業,-,足立区鹿浜３丁目２番９号,-,-,-,1,,35.781121,139.753482
20457,有限会社小林工芸,-,足立区伊興２丁目５番２１号,商社,-,03-3899-1516,1,,35.792936,139.781086
20459,有限会社コマガタ,-,足立区入谷３丁目１２番１５号,-,-,-,,,35.81061,139.76091
20460,有限会社小松整骨院,-,足立区入谷３丁目５番１０号,医療・福祉,-,-,3,,35.81061,139.76091
20461,有限会社五味彫刻工業所,-,足立区青井２丁目１４番１６号,メーカー,-,03-3880-7037,7,,35.772297,139.814732
20462,有限会社エム・ワイ・ケイ,-,足立区梅島１丁目１４番１号,-,-,-,,,35.772496,139.800703
20463,有限会社小宮倉庫,-,足立区南花畑３丁目３６番１号,-,-,-,0,,35.792441,139.824996
20464,有限会社小宮美装,-,足立区伊興本町１丁目１０番１２号,-,-,-,,,35.797815,139.78794
20465,有限会社小森紙器,-,足立区保塚町２番１４号,メーカー,-,-,,,35.786674,139.812942
20466,有限会社小山工業所,-,足立区六町４丁目６番６号,-,-,-,,,35.785655,139.822972
20467,有限会社小山臓器食品,-,足立区西新井本町４丁目１番３号,-,-,-,,,35.772781,139.777998
20469,有限会社サンワナチュラルフーズ,-,足立区千住元町３６番地７号,-,-,-,,,35.756114,139.791734
20470,有限会社三愛商事,-,足立区千住仲町１２番１５号,-,-,-,,,35.744983,139.800544
20471,有限会社斉藤運送,-,足立区青井５丁目１８番６号３０５,-,-,-,,,35.776999,139.819844
20472,有限会社斉藤金属,-,足立区綾瀬１丁目３５番５−３０７号,-,-,-,1,,35.758847,139.822005
20473,斉藤倉庫有限会社,-,足立区西加平２丁目８番３１号,-,-,-,,,35.780116,139.820017
20474,有限会社齋藤冷熱,-,足立区加賀２丁目４番３号,-,-,-,5,,35.792695,139.760153
20476,サイメンデザイン有限会社,柴田昭,足立区千住曙町４１番１−２９０２号,商社,http://www.scimen-design.com/,03-3870-9230,3,,35.741828,139.814018
20477,有限会社三喜,-,足立区綾瀬１丁目２７番１６号,-,-,-,0,,35.758847,139.822005
20478,有限会社三開恒産,-,足立区梅田６丁目３２番４号,-,-,-,,,35.768341,139.79706
20479,有限会社栄企画,-,足立区足立３丁目９番７号,-,-,-,,,35.763981,139.810429
20480,有限会社三光製作所,-,足立区本木南町３番２０号,メーカー,-,-,1,,35.760899,139.781737
20482,有限会社栄商事,-,足立区西新井１丁目５番３号,-,-,-,,,35.78031,139.781021
20483,有限会社山海鳥,-,足立区南花畑２丁目２６番１７号,サービス,-,-,1,,35.790927,139.819521
20484,有限会社三光刃型,-,足立区平野２丁目８番２７号,-,-,-,,,35.783739,139.804188
20485,有限会社栄湯,-,足立区六月２丁目９番１４号,-,-,-,0,,35.786418,139.795161
20486,有限会社ＢＲＳＴ,-,足立区一ツ家２丁目１１番１０号,-,-,-,,,35.783317,139.813445
20487,有限会社三基システム,-,足立区鹿浜５丁目２４番１３−４０１号,-,-,-,,,35.785595,139.754383
20490,有限会社山京,-,足立区東和５丁目５番２０号,-,-,-,1,,35.775235,139.838226
20493,有限会社サクラコーポレーション,-,足立区千住桜木２丁目１７番２−１０１号,-,-,-,,,35.755361,139.786461
20494,有限会社エムアンドエム通信,-,足立区西保木間３丁目２１番１０号ハイツ芝１０２,-,-,-,1,,35.804266,139.799906
20495,有限会社櫻弥,-,足立区梅島２丁目３５番２号,-,-,-,3,,35.77665,139.800335
20496,サンソウ有限会社,-,足立区中央本町５丁目１３番２１号,-,-,-,,,35.77781,139.807122
20497,有限会社佐々木工芸,-,足立区青井６丁目２０番１９号,-,-,-,,,35.77687,139.81343
20498,有限会社佐々木ガス圧接工業所,-,足立区谷在家１丁目１２番１号,-,-,-,,,35.786648,139.771071
20499,有限会社ササキノア,-,足立区竹の塚２丁目２１番６号,-,-,-,,,35.791029,139.795441
20500,有限会社三進商事,-,足立区東綾瀬３丁目１４番２号,-,-,-,,,35.770916,139.833559
20501,有限会社三庄,-,足立区竹の塚２丁目８番３０号,-,-,-,2,,35.791029,139.795441
20502,三商プラスチツクメツキ工業有限会社,-,足立区梅田３丁目１３番２４号,-,-,-,,,35.763036,139.79696
20503,有限会社佐藤工業,-,足立区東伊興２丁目３番８号,小売,-,03-3897-1292,3,,35.80521,139.7882
20504,有限会社佐藤解体工業所,-,足立区関原３丁目２６番３号,-,-,-,,,35.771742,139.788709
20505,有限会社サトウテーラー,-,足立区千住２丁目２２番地,-,-,-,1,,35.74958,139.801967
20506,有限会社サトーライン,-,足立区弘道２丁目２３番１０−３７号,-,-,-,,,35.768347,139.818147
20507,有限会社サチノ商事,-,足立区梅田６丁目３０番１３号,-,-,-,,,35.768341,139.79706
20508,有限会社里峰荘,-,足立区梅島２丁目１８番７号,-,-,-,0,,35.77665,139.800335
20509,有限会社サニー興業,-,足立区本木２丁目１８番２２号,-,-,-,,,35.767596,139.785349
20510,有限会社サヌキ,-,足立区鹿浜６丁目２３番５−１０１号,-,-,-,,,35.786345,139.759033
20511,有限会社サンパワー警備保障,-,足立区西綾瀬２丁目７番１号,-,-,-,,,35.763724,139.814163
20512,有限会社サンビルト弐壱,-,足立区江北７丁目１番１７号,-,-,-,,,35.780768,139.763566
20513,有限会社サンマツダ製作所,-,足立区一ツ家１丁目２３番１２号,-,-,-,,,35.781838,139.809753
20514,有限会社サンヨーサービス,-,足立区青井４丁目３番７号,-,-,-,,,35.774982,139.819686
20515,有限会社三友商亊,-,足立区西保木間１丁目１８番１３号,-,-,-,,,35.796496,139.799955
20516,有限会社佐山商事,-,足立区綾瀬６丁目２９番１８号,-,-,-,,,35.77093,139.826063
20517,有限会社サンライズ,-,足立区綾瀬７丁目７番４号,-,-,-,,,35.773905,139.826534
20518,有限会社サンリツ建興,-,足立区東和１丁目３０番４号,-,-,-,,,35.766668,139.837754
20519,有限会社ジェイ．シー．サービス,-,足立区谷中５丁目６番３号,-,-,-,,,35.783196,139.834949
20521,有限会社新栄電気,-,足立区谷中１丁目２１番８号,-,-,-,,,35.77249,139.832129
20522,有限会社ジェイポッププロジェクト,-,足立区千住橋戸町９４番地２５,-,-,-,,,35.740193,139.797811
20523,有限会社ジーテーエス企画,-,足立区中川１丁目２０番３−１１２号,-,-,-,,,35.76621,139.855077
20524,有限会社振工,-,足立区東綾瀬１丁目９番２号,-,-,-,,,35.764485,139.832352
20525,有限会社進幸建装,山口義幸,足立区千住河原町２２番２号,建設,-,03-3879-7757,4,,35.743103,139.798787
20526,有限会社新光設備,岩森勅寿,足立区六木４丁目２番２号,建設,-,03-3606-8542,2,,35.795981,139.838221
20527,有限会社鹿浜水道工業所,-,足立区鹿浜３丁目７番１２号,建設,-,-,,,35.781121,139.753482
20528,有限会社新木村建設,-,足立区西新井４丁目２７番２１号,-,-,-,,,35.787855,139.775443
20529,有限会社茂商店,-,足立区舎人３丁目１１番２４号,-,-,-,2,,35.813186,139.773673
20530,有限会社新星建装,村越利実,足立区千住元町２９番２号,建設,-,03-3881-7524,1,,35.756114,139.791734
20531,有限会社シスコ,-,足立区東和２丁目２７番５号,-,-,-,,,35.768813,139.841969
20532,有限会社伸秀家具,-,足立区西新井６丁目４１番１号,小売,-,-,,,35.780529,139.776124
20533,有限会社紫藤尚世呉服サロン,-,足立区西新井栄町１丁目５番２８号,-,-,-,,,35.774025,139.788795
20535,有限会社品川エス・エヌ食品,-,足立区西伊興３丁目２番２３号,-,-,-,,,35.798353,139.777356
20538,有限会社新峰社,-,足立区中川１丁目７番１９号,-,-,-,,,35.76621,139.855077
20539,有限会社柴崎電設工業,柴崎直人,足立区加平２丁目１３番２４号,建設,-,03-3620-8281,3,,35.780366,139.826296
20540,有限会社柴田建装,-,足立区大谷田５丁目１３番１号小川ハイデンスＣ室,建設,-,-,,,35.78373,139.839345
20541,有限会社島インテリア,-,足立区入谷２丁目６番１９号,-,-,-,,,35.808771,139.764252
20542,有限会社清水,-,足立区小台２丁目１１番２号,サービス,-,-,1,,35.758417,139.759615
20544,有限会社嶋田商店,-,足立区花畑７丁目２１番１７号,-,-,-,0,,35.809662,139.819232
20545,島根運輸有限会社,-,足立区島根４丁目５番３１号,-,-,-,0,,35.782985,139.79454
20546,有限会社嶋乃家,-,足立区西新井６丁目２９番３号,-,-,-,,,35.780529,139.776124
20547,有限会社神陽,-,足立区入谷９丁目２８番１９号,-,-,-,,,35.809011,139.754661
20548,有限会社秀栄,-,足立区西新井本町３丁目６番３号,-,-,-,4,,35.77528,139.775725
20549,昭栄商亊有限会社,-,足立区谷中１丁目３２番１３号,-,-,-,,,35.77249,139.832129
20550,有限会社昭栄製作所,-,足立区千住曙町３５番１１号,-,-,-,3,,35.741828,139.814018
20551,有限会社ショウケイ,上邨昌弘,足立区江北３丁目１８番１１号,建設,-,03-5838-0380,,,35.774461,139.761223
20552,有限会社南窓,-,足立区江北４丁目２８番２８号,-,-,-,,,35.773847,139.766786
20553,有限会社住創,-,足立区東和５丁目１４番１５号,-,-,-,,,35.775235,139.838226
20554,有限会社シユーズ・ファクトリーヤマザキ,-,足立区一ツ家２丁目１１番２０号,-,-,-,,,35.783317,139.813445
20555,有限会社紙友堂,-,足立区本木２丁目２６番９号,メーカー,-,-,1,,35.767596,139.785349
20556,有限会社城北労政亊務所,-,足立区栗原３丁目９番１３号,-,-,-,,,35.780269,139.785368
20557,有限会社上毛建設,-,足立区六町２丁目７番１２号,-,-,-,,,35.783237,139.81832
20558,有限会社秀和,-,足立区保塚町２番１９号,サービス,-,-,,,35.786674,139.812942
20559,有限会社周和建材工業,-,足立区谷中５丁目１番１５−６０４号,-,-,-,,,35.783196,139.834949
20560,有限会社社会教育綜合研究所,-,足立区六月２丁目１８番１８号,-,-,-,,,35.786418,139.795161
20561,有限会社ジャスティ企画,-,足立区江北４丁目１２番１２号,-,-,-,,,35.773847,139.766786
20562,有限会社シャンテシャポー,-,足立区本木東町２７番１９号,-,-,-,,,35.766115,139.782345
20563,有限会社ジュノン,-,足立区梅島３丁目２７番２号,-,-,-,,,35.775806,139.794888
20565,有限会社シヤロン,-,足立区千住柳町３１番１２号,-,-,-,,,35.753791,139.796347
20566,有限会社二郎企画,-,足立区東伊興３丁目４番１２号,-,-,-,,,35.801544,139.791922
20567,有限会社シンライフたけのづか,-,足立区竹の塚１丁目２９番１号,小売,http://shinlife.ps.land.to,03-3883-5972,1,,35.790869,139.791713
20568,有限会社真和建機,-,足立区保木間３丁目２３番４−１０２号,-,-,-,,,35.796447,139.806375
20570,真和商事有限会社,-,足立区保木間５丁目６番７号,-,-,-,,,35.80436,139.803197
20571,水源企業有限会社,-,足立区千住３丁目７７番地,-,-,-,,,35.751635,139.802709
20573,有限会社杉田建築設計事務所,-,足立区栗原３丁目２番４号,-,-,-,,,35.780269,139.785368
20574,有限会社スズキ,-,足立区堀之内２丁目２番２号,-,-,-,4,,35.775663,139.758039
20575,有限会社鈴公建設,-,足立区梅田７丁目１０番２５号,-,-,-,,,35.769553,139.800673
20576,有限会社鈴木工業所,-,足立区西新井本町５丁目５番１６号,小売,-,-,,,35.773892,139.783153
20578,鈴木青果有限会社,嶋田久栄,足立区千住龍田町２８番２０号,-,http://www.yaoshiti.com/,-,12,,35.75121,139.795375
20579,有限会社鈴木石材店,-,足立区江北２丁目１３番１２号,建設,-,-,4,,35.768191,139.763191
20580,鈴木土地有限会社,-,足立区千住４丁目２２番２号,-,-,-,,,35.753395,139.803278
20581,有限会社鈴木駐輪場,-,足立区西新井栄町２丁目３番８号,-,-,-,1,,35.7766,139.788031
20582,有限会社鈴商,-,足立区梅田２丁目１１番７号,-,-,-,,,35.765632,139.801509
20583,有限会社スシメイト,-,足立区大谷田３丁目８番８号ラポール亀有１階,-,-,-,,,35.778755,139.841164
20584,有限会社鈴和工業所,-,足立区関原３丁目１１番６号,メーカー,-,03-3889-2823,3,,35.771742,139.788709
20585,有限会社須藤組,-,足立区大谷田３丁目１８番１１号ベルメゾン小泉２０３,-,-,-,3,,35.778755,139.841164
20586,有限会社須田商事,-,足立区千住２丁目６５番地,-,-,-,2,,35.74958,139.801967
20587,ストレッチ電設有限会社,-,足立区舎人４丁目９番３０号,-,-,-,,,35.816555,139.767733
20588,有限会社スピードショップクボ,-,足立区鹿浜３丁目４番５号,-,http://www.speedshopkubo.com,-,1,,35.781121,139.753482
20589,有限会社スマイルアート,-,足立区谷中２丁目１９番４号,-,-,-,7,,35.775863,139.832888
20590,有限会社炭田安二商店,代表取締役 炭田 憲一,足立区西伊興１丁目１６番２６号,メーカー,-,03-3855-6661,2,,35.792396,139.77469
20591,有限会社駿河環境サービス,-,足立区千住仲町１番１６−８０１号,-,-,-,,,35.744983,139.800544
20592,有限会社誠恩興業,-,足立区千住桜木１丁目１５番１５号,-,-,-,,,35.751393,139.792051
20593,有限会社セイコー技研,-,足立区東和３丁目１番５号,-,-,-,,,35.771717,139.837921
20594,有限会社聖高産業,-,足立区保木間２丁目５番１３号,-,-,-,,,35.793455,139.806234
20595,有限会社清研社,-,足立区千住曙町２４番１号,-,-,-,1,,35.741828,139.814018
20596,有限会社清泉堂,-,足立区西伊興１丁目４番１４号,不動産、レンタル・リース,-,-,,,35.792396,139.77469
20597,有限会社青将バック,-,足立区入谷７丁目１４番１５号,-,-,-,,,35.799945,139.760376
20598,有限会社清野建設,-,足立区伊興町前沼１４０１番地,-,-,-,,,,
20599,有限会社正美社印刷所,-,足立区本木南町７番１８号,メーカー,-,03-3849-4947,1,,35.760899,139.781737
20600,有限会社政友観光サービス,-,足立区東綾瀬１丁目４番１１号,-,-,-,,,35.764485,139.832352
20601,有限会社青和,-,足立区大谷田３丁目５番９号,-,-,-,,,35.778755,139.841164
20602,有限会社聖和ハウジング,-,足立区栗原３丁目２０番７号,不動産、レンタル・リース,-,03-3898-5192,1,,35.780269,139.785368
20603,有限会社関工業,池田和広,足立区関原３丁目３４番１１号,建設,-,03-3887-1339,1,,35.771742,139.788709
20604,有限会社セコット,-,足立区入谷７丁目１番３号,-,-,-,,,35.799945,139.760376
20605,有限会社関原自動車,-,足立区関原１丁目１１番１５号,サービス,-,-,1,,35.761855,139.789455
20606,有限会社瀬古鍍金工業所,-,足立区扇１丁目２番２号,メーカー,-,-,4,,35.762366,139.774261
20607,有限会社千寿アールシー鋼業,-,足立区千住寿町２９番８号,-,-,-,,,35.753088,139.799171
20608,有限会社千田工業所,-,足立区鹿浜６丁目３３番２号,-,-,-,1,,35.786345,139.759033
20610,有限会社セントラルテクノ,成澤靖雄,足立区綾瀬１丁目３８番１８号,サービス,-,03-3602-2881,5,,35.758847,139.822005
20611,有限会社仙風工業,-,足立区花畑４丁目２０番２−３０３号,-,-,-,,,35.803625,139.807797
20612,有限会社創英,-,足立区南花畑３丁目１２番８号,-,-,-,2,,35.792441,139.824996
20613,有限会社相互印刷,-,足立区新田１丁目３番１４号,-,-,-,,,35.777123,139.740471
20614,有限会社総研システムズ,-,足立区古千谷本町３丁目１２番２号,-,-,-,2,,35.808648,139.776726
20615,双輪有限会社,-,足立区千住仲町１８番９号,-,-,-,,,35.744983,139.800544
20616,有限会社即売,-,足立区日ノ出町２７番１−４１３号,-,-,-,,,35.753521,139.810519
20617,有限会社曽根商事,-,足立区西綾瀬２丁目１４番１１号ｃｌｏｕｄ　ｎｉｎｅ６Ｆ,-,-,-,0,,35.763724,139.814163
20618,有限会社そば久,-,足立区千住１丁目２６番２号,サービス,-,-,0,,35.747835,139.801407
20619,有限会社染谷プラスチック,-,足立区小台１丁目１２番８号,-,-,-,1,,35.755444,139.771557
20620,有限会社大和研削,-,足立区西新井４丁目２番６号,-,-,-,,,35.787855,139.775443
20621,有限会社大和宅建,-,足立区関原２丁目４８番１９号,不動産、レンタル・リース,-,-,1,,35.766962,139.789046
20622,有限会社大栄総業,-,足立区椿１丁目１番７号,-,-,-,,,35.777762,139.759
20623,有限会社第一キャリー,岡田正明,足立区加賀２丁目１０番６号,-,http://www.daiichi-carry.co.jp/,-,79,,35.792695,139.760153
20624,有限会社大一屋,-,足立区梅田３丁目３０番８号,-,-,-,1,,35.763036,139.79696
20625,有限会社太孝,-,足立区辰沼１丁目３番２号,-,-,-,,,35.785467,139.835066
20627,有限会社太閤商事,-,足立区一ツ家２丁目２０番７号,-,-,-,,,35.783317,139.813445
20628,有限会社タイコニウムシステム,-,足立区西新井４丁目３９番１０号,-,-,-,1,,35.787855,139.775443
20629,有限会社大誠重機,大和田義一,足立区谷中１丁目３２番１６−４０４号,建設,-,03-5616-5371,8,,35.77249,139.832129
20630,大新コーポ有限会社,-,足立区大谷田３丁目２番４−１０５号,-,-,-,,,35.778755,139.841164
20631,有限会社大信倉庫,-,足立区大谷田２丁目２２番８号サンフラッツ１０５号室,建設,-,-,5,,35.782465,139.845017
20632,有限会社大師電設,-,足立区花畑町３０４２番地,-,-,-,,,,
20633,有限会社ダイチ,-,足立区東和５丁目２番１４号,-,-,-,,,35.775235,139.838226
20634,有限会社タイトウ商会,-,足立区千住大川町５番１１−５０２号,-,-,-,,,35.757149,139.79809
20635,有限会社台東マーク製作所,-,足立区保木間５丁目２６番１号,メーカー,-,03-3850-8831,0,,35.80436,139.803197
20636,大徳不動産有限会社,-,足立区西保木間１丁目２３番５号,-,-,-,0,,35.796496,139.799955
20637,有限会社大日電工,-,足立区加平１丁目２１番１４号,-,-,-,,,35.775903,139.826866
20638,有限会社大丸電気商会,-,足立区千住１丁目３６番４号,建設,-,-,,,35.747835,139.801407
20639,有限会社太陽機工,-,足立区江北２丁目３４番８号,-,-,-,1,,35.768191,139.763191
20641,有限会社田幸,-,足立区谷中１丁目５番７号,-,-,-,1,,35.77249,139.832129
20643,有限会社タカク,-,足立区小台１丁目５番３−８０３号,-,-,-,,,35.755444,139.771557
20645,有限会社田吾作,-,足立区佐野２丁目７番２号,サービス,-,-,1,,35.787565,139.838744
20646,有限会社高崎工業,-,足立区東和５丁目１０番９−２０５号,-,-,-,1,,35.775235,139.838226
20647,有限会社武田工業,武田親,足立区東伊興１丁目９番１１号,商社,-,03-3853-5627,3,,35.803208,139.784031
20648,有限会社ダクトクリーンサービス,-,足立区古千谷５丁目１４番地の３１,-,-,-,,,,
20649,有限会社タカツ商事,-,足立区扇２丁目１０番１８号,-,-,-,,,35.763224,139.765885
20650,株式会社高津屋,-,足立区関原３丁目２１番５号,-,-,-,1,,35.771742,139.788709
20652,有限会社竹の塚書房,-,足立区西保木間４丁目５番１４−１０９号,-,-,-,,,35.803186,139.795318
20653,高成建設有限会社,-,足立区西新井栄町２丁目２番１号,-,-,-,,,35.7766,139.788031
20654,有限会社高橋アルミ,-,足立区栗原２丁目２６番２号,-,-,-,,,35.783516,139.789158
20656,高橋電業有限会社,-,足立区西伊興４丁目６番４号,-,-,-,,,35.802893,139.780417
20657,有限会社高橋物流サービス,-,足立区入谷３丁目１０番７号,-,-,-,,,35.81061,139.76091
20658,有限会社タケヒデモードアビリエ,-,足立区栗原町四丁目２５番８号,-,-,-,,,,
20659,有限会社高原建材工業,-,足立区南花畑１丁目１１番１３号,-,-,-,3,,35.787716,139.82441
20660,有限会社高正,-,足立区一ツ家２丁目５番１５号,-,-,-,5,,35.783317,139.813445
20661,有限会社卓味食品,-,足立区谷中３丁目１８番７号中村ビル４０１,-,-,-,,,35.779211,139.834924
20662,有限会社高山商店,-,足立区興野２丁目７番６号,-,-,-,,,35.768833,139.777366
20663,有限会社タカラ総業,-,足立区一ツ家１丁目５番１号,-,-,-,,,35.781838,139.809753
20664,有限会社多田,-,足立区入谷４丁目５番７号,-,-,-,,,35.806246,139.761221
20665,有限会社タックハウス,-,足立区皿沼３丁目２０番２２号平井ビル３０１号,-,-,-,,,35.794327,139.766861
20666,有限会社たつのこ商会,-,足立区加平１丁目１５番１３号,-,-,-,,,35.775903,139.826866
20667,達本食品有限会社,-,足立区綾瀬２丁目３９番１１号,-,-,-,7,,35.759926,139.828332
20669,有限会社田中工芸,-,足立区足立１丁目６番９号,-,-,-,0,,35.761522,139.805576
20670,有限会社田中看板塗装,-,足立区保塚町１７番１６号,-,-,-,,,35.786674,139.812942
20671,有限会社田中石材店,-,足立区島根２丁目３１番２１号,-,-,-,,,35.782287,139.800268
20672,有限会社タニグチ,-,足立区弘道１丁目１４番１１号,-,-,-,,,35.768519,139.812339
20673,有限会社たに川,-,足立区千住１丁目３１番６号,-,-,-,,,35.747835,139.801407
20674,有限会社タネナカ,-,足立区竹の塚５丁目２０番６号,-,-,-,6,,35.795687,139.796115
20675,有限会社大建,-,足立区梅田２丁目２番４号,小売,-,-,,,35.765632,139.801509
20676,有限会社たばな,-,足立区島根４丁目２１番８号,-,-,-,3,,35.782985,139.79454
20677,有限会社田村製作所,-,足立区関原１丁目１２番８号,商社,-,-,2,,35.761855,139.789455
20678,有限会社タワー商事,-,足立区西新井本町４丁目２９番２１号,-,-,-,,,35.772781,139.777998
20679,有限会社チエコ美容室,-,足立区西新井本町４丁目２９番１４号,-,-,-,,,35.772781,139.777998
20680,有限会社チケット,-,足立区千住仲町４８番地８号,-,-,-,,,35.744983,139.800544
20681,有限会社秩父屋,-,足立区保塚町７番５号,-,-,-,,,35.786674,139.812942
20682,有限会社千葉電機,-,足立区宮城１丁目６番２８号,建設,-,-,5,,35.75933,139.755095
20683,中央土地建物有限会社,-,足立区中央本町２丁目１０番７号,不動産、レンタル・リース,-,03-3887-4230,,,35.769019,139.807742
20684,有限会社チャーム,-,足立区竹の塚５丁目２４番１６号,-,-,-,,,35.795687,139.796115
20685,有限会社千代田,-,足立区西新井６丁目５番１０号,-,-,-,,,35.780529,139.776124
20686,有限会社千代の園,-,足立区柳原２丁目１８番６号,-,-,-,,,35.748855,139.813804
20687,有限会社槻木沢軌道工業,槻木沢美子,足立区佐野１丁目８番１６号,建設,-,03-3629-8869,23,,35.787173,139.843499
20689,有限会社塚原縫製,-,足立区本木２丁目１８番２１号,-,-,-,,,35.767596,139.785349
20691,有限会社つちや,-,足立区小台２丁目２０番１１号,商社,-,-,,,35.758417,139.759615
20692,有限会社ツノダ美装,角田勝雄,足立区西新井４丁目２４番２９号,建設,-,03-3857-2726,5,,35.787855,139.775443
20693,有限会社椿寝具工業,-,足立区梅島３丁目３９番１８号,-,-,-,,,35.775806,139.794888
20694,有限会社坪田工業,-,足立区西新井本町２丁目８番１４号,-,-,-,,,35.775826,139.772349
20695,有限会社ツリーエイト,-,足立区北加平町１９４番地１,-,-,-,,,35.784064,139.828437
20696,有限会社テーオー,-,足立区綾瀬４丁目９番５号,-,-,-,,,35.765351,139.822318
20698,有限会社デイアーシューズ,-,足立区本木南町２５番２０号,-,-,-,,,35.760899,139.781737
20699,有限会社ディー・エム,-,足立区保塚町１１番２２号,-,-,-,,,35.786674,139.812942
20700,有限会社ティー・ツー・サービス,-,足立区西新井６丁目４７番１１−３０４号,不動産、レンタル・リース,-,-,1,,35.780529,139.776124
20701,有限会社ティーワイティー,-,足立区佐野２丁目５番８号,-,-,-,,,35.787565,139.838744
20702,有限会社テイク機電サービス,-,足立区西伊興２丁目４番１号,-,-,-,,,35.794578,139.7766
20703,有限会社ディズニー・オート,-,足立区舎人２丁目１番１１号,-,-,-,,NEW2023/03/13に新規設立された企業です。,35.811296,139.771662
20705,有限会社テクノファイブ,-,足立区鹿浜６丁目３０番８号,-,-,-,,,35.786345,139.759033
20706,有限会社デズニー企画,-,足立区千住３丁目６８番地,-,-,-,,,35.751635,139.802709
20707,有限会社手塚不動産事務所,-,足立区綾瀬３丁目１１番２０号,不動産、レンタル・リース,-,-,0,,35.764004,139.826444
20708,有限会社ゼットディシステム,-,足立区足立１丁目５番５−９０３号,-,-,-,,,35.761522,139.805576
20709,有限会社東京エアコンサービス,-,足立区神明南１丁目７番１８号,建設,-,-,1,,35.788641,139.828751
20710,東京啓輸興業有限会社,-,足立区柳原１丁目２０番１３号,-,-,-,,,35.745585,139.815065
20711,有限会社東京グローバル通商,-,足立区足立１丁目３９番１１号,-,-,-,,,35.761522,139.805576
20712,有限会社東京シテイサービス,-,足立区東和４丁目１番１６号,-,-,-,,,35.773291,139.841935
20713,有限会社東京ナガツカ,-,足立区本木南町１４番１２号,-,-,-,,,35.760899,139.781737
20714,有限会社東京リフトサービス,-,足立区弘道２丁目７番１１号,-,-,-,5,,35.768347,139.818147
20715,東洋黒板有限会社,-,足立区竹の塚５丁目１６番１５号,-,-,-,,,35.795687,139.796115
20716,有限会社東洋美装,-,足立区関原１丁目２１番２４号,-,-,-,,,35.761855,139.789455
20718,有限会社東音楽器足立センター,-,足立区小台２丁目３２番３号,小売,-,-,1,,35.758417,139.759615
20719,有限会社トーコン,-,足立区島根２丁目２９番２６号,商社,http://www.tocon.co.jp,03-3884-0231,2,,35.782287,139.800268
20720,東海化学工業有限会社,-,足立区江北４丁目２６番２５号,-,-,-,,,35.773847,139.766786
20721,有限会社東口クリーニング,-,足立区千住東２丁目５番１５号,メーカー,-,-,,,35.745471,139.808241
20722,有限会社東伸,-,足立区関原３丁目２番１４号,-,-,-,1,,35.771742,139.788709
20723,有限会社東設興業,-,足立区本木１丁目４番２０号,-,-,-,,,35.761206,139.785729
20724,有限会社トータスエージェンシー,-,足立区関原３丁目８番１１号ＭａｉｓоｎｄｅＫｕｕ２０４号室,-,-,-,2,,35.771742,139.788709
20725,有限会社東都メリヤス,-,足立区東和５丁目７番２４号,-,-,-,,,35.775235,139.838226
20726,有限会社東邦インダストリー,-,足立区西伊興２丁目５番９号,-,-,-,,,35.794578,139.7766
20727,有限会社トーホーサービス,-,足立区谷在家１丁目２番９号,-,-,-,,,35.786648,139.771071
20728,有限会社ドウ・フォレスト,-,足立区古千谷本町２丁目１８番１３号,-,-,-,,,35.805545,139.77599
20729,有限会社東武特新家具センター,-,足立区神明町４７２番地,-,-,-,,,,
20730,有限会社エフ・ジェイ・ティ,-,足立区保塚町１９番１８号,-,-,-,,,35.786674,139.812942
20731,有限会社東和工芸社,-,足立区花畑５丁目４番７号,-,-,-,,,35.807241,139.808763
20733,有限会社トールド,-,足立区梅田７丁目１６番６号パヴィヨン・ブラン４０２,-,-,-,,,35.769553,139.800673
20734,敦煌商事有限会社,-,足立区花畑８丁目４番１１−３０２号,-,-,-,,,35.811659,139.822854
20735,有限会社徳元重機,-,足立区綾瀬６丁目５番１２−４０２号,-,-,-,,,35.77093,139.826063
20736,有限会社戸倉建設,-,足立区綾瀬５丁目２４番１６号,-,-,-,,,35.767511,139.826795
